text_id	lookup_key	number	title	subtitle	sort_key	artist	min_bpm	max_bpm	level1	notes1	level2	notes2	level3	notes3	level4	notes4	level5	notes5	limited	hidden	deleted	activated	event	added_at	deleted_at
konenremix	konenremix	196	光年	(konen) -Remix Ver.-	コウネン remix	小野秀幸	174	174	21	187	43	368	73	589					FALSE	FALSE	FALSE	TRUE	SUPER REMIX特集 第3弾	2016/7/21
picoraseteinstrumental	picoraseteinstrumental	197	ピコラセテ	(Instrumental Ver.)	ピコラセテ instrumental version	TORIENA	160	160	28	210	53	419	80	670					FALSE	TRUE	FALSE	TRUE	第35回ランダムセレクト祭	2016/7/22
machine	machine	198	Machine		machine	Sparky	140	140	12	174	28	309	72	576					FALSE	FALSE	FALSE	TRUE	ULTIMATE BEATS 第5弾	2016/8/17
alwaysthinkingofyou	alwaysthinkingofyou	199	Always Thinking Of You		always thinking of you	Sketchout	130	130	13	114	27	187	49	308					FALSE	FALSE	FALSE	TRUE	ULTIMATE BEATS 第5弾	2016/8/17
tooomany	tooomany	200	Tooo Many		tooo many	S3RL	200	200	30	180	51	371	77	593					FALSE	TRUE	FALSE	TRUE	第36回ランダムセレクト祭	2016/8/18
alluneed	alluneed	201	All U Need		all u need	MesoPhunk	175	175	14	145	35	323	71	631					FALSE	FALSE	FALSE	TRUE	GIRLS DANCE PARTY!!	2016/9/10
dontwalkaway	dontwalkaway	202	Don't Walk Away		dont walk away	Sarah-Jane	133	133	13	114	34	275	69	507					FALSE	FALSE	FALSE	TRUE	GIRLS DANCE PARTY!!	2016/9/10
overtheblue	overtheblue	203	Over The Blue	(Breaking Through)	over the blue	Fracus &amp; Darwin Feat. Jenna	175	175	33	150	57	302	82	524					FALSE	TRUE	FALSE	TRUE	第37回ランダムセレクト祭	2016/9/16
sugarsongtobitterstep	sugarsongtobitterstep	204	シュガーソングとビターステップ		シュガーソングトビターステップ	UNISON SQUARE GARDEN	132	132	17	116	30	185	42	303					FALSE	FALSE	FALSE	TRUE		2016/9/13
breakaspell	breakaspell	205	Break a spell		break a spell	川田まみ	175	175	15	79	31	183	45	217					FALSE	FALSE	FALSE	TRUE		2016/9/13
xencounter	xencounter	206	X-encounter		x-encounter	黒崎真音	138	138	20	79	32	171	52	269					FALSE	FALSE	FALSE	TRUE		2016/9/13
dob	dob	207	D.O.B.		d.o.b.	野水いおり	162	162	17	97	31	215	46	320					FALSE	FALSE	FALSE	TRUE		2016/9/13
show	show	208	掌	-show-	ショウ	喜多村英梨	210	210	18	92	35	150	51	269					FALSE	FALSE	FALSE	TRUE		2016/9/13
innerurge	innerurge	209	Inner Urge		inner urge	上坂すみれ	135	135	22	155	36	226	48	276					FALSE	FALSE	FALSE	TRUE		2016/9/13
vivid	vivid	210	ViViD		vivid	May'n	205	205	16	83	35	173	55	301					FALSE	FALSE	FALSE	TRUE		2016/9/13
unfinished	unfinished	211	→unfinished→		unfinished	KOTOKO	146	146	16	84	32	160	50	274					FALSE	FALSE	FALSE	TRUE		2016/9/13
lightmyfire	lightmyfire	212	Light My Fire		light my fire	KOTOKO	186	186	26	132	33	237	54	370					FALSE	FALSE	FALSE	TRUE		2016/9/13
wego	wego	213	WE GO		we go	BREAKERZ	205	205	18	126	34	300	54	372					FALSE	FALSE	FALSE	TRUE		2016/9/13
memories	memories	214	メモリーズ		メモリーズ	GRANRODEO	190	190	15	95	28	190	43	277					FALSE	FALSE	FALSE	TRUE		2016/9/13
flameupremix	flameupremix	215	Flame Up	(Remix Ver.)	flame up remix	Inu Machine	138	138	17	133	24	231	59	392					FALSE	FALSE	FALSE	TRUE	Flame Up フェスティバル	2016/10/8
funkybabyevolution	funkybabyevolution	216	FUNKYBABY EVOLUTION		funkybaby evolution	Yamajet	135	135	21	151	34	272	56	385					FALSE	FALSE	FALSE	TRUE	Yamajet フェスティバル	2016/10/19
superluminalgirlrebirth	superluminalgirlrebirth	217	SuperLuminalGirl Rebirth		superluminalgirl rebirth	Yamajet feat. 小宮真央	174	174	15	95	32	217	59	449					FALSE	FALSE	FALSE	TRUE	Yamajet フェスティバル	2016/10/19
buffetsurvivor	buffetsurvivor	218	Buffet survivor		buffet survivor	Yamajet feat. Cathy &amp; TEA	200	200	38	281	55	413	68	626					FALSE	TRUE	FALSE	TRUE	第38回ランダムセレクト祭	2016/10/21
resonance	resonance	219	Resonance		resonance	RAM	140	140	17	103	32	197	64	373					FALSE	FALSE	FALSE	TRUE	DANCE BEATS PARTY!!	2016/11/10
burninginside	burninginside	220	Burning Inside		burning inside	Nhato	143	143	18	159	28	195	60	424					FALSE	FALSE	FALSE	TRUE	DANCE BEATS PARTY!!	2016/11/10
rhythmgamemachine	rhythmgamemachine	221	RHYTHM GAME MACHINE		rhythm game machine	ginkiha	171	200	37	288	56	503	78	728					FALSE	TRUE	FALSE	TRUE	第39回ランダムセレクト祭	2016/11/18
dispel	dispel	222	dispel		dispel	Endorfin.	185	185	28	168	48	299	80	571					FALSE	TRUE	FALSE	TRUE	第39回ランダムセレクト祭	2016/11/23
buzzketos	buzzketos	223	BUZZ Ketos		buzz ketos	フラット3rd	134	134	18	156	33	251	58	335					FALSE	FALSE	FALSE	TRUE	3rd ANNIVERSARYキャンペーン	2016/11/12
sangeyasya	sangeyasya	224	Sangeyasya		sangeyasya	NNNNNNNNNN	210	210	27	173	47	360	85	736					FALSE	FALSE	FALSE	TRUE	3周年記念杯	2016/12/7
interstellarplazma	interstellarplazma	225	Interstellar Plazma		interstellar plazma	KO3	178	178	25	125	42	308	77	701					FALSE	FALSE	FALSE	TRUE	3周年記念杯	2016/12/7
ultrix	ultrix	226	ULTRiX		ultrix	sky_delta	180	180	27	160	45	270	76	509					FALSE	FALSE	FALSE	TRUE	クリスマス杯2016	2016/12/25
metronight	metronight	227	Metro Night		metro night	ginkiha	135	135	20	132	44	362	71	614					FALSE	FALSE	FALSE	TRUE	クリスマス杯2016	2016/12/25
cloudburst	cloudburst	228	Cloudburst		cloudburst	Relect	160	160	37	250	66	350	74	621					FALSE	TRUE	FALSE	TRUE	第40回ランダムセレクト祭	2016/12/25
fortissimo	fortissimo	229	フォルテシモ		フォルテシモ	らむだーじゃん	182	182	20	100	37	246	53	346					FALSE	FALSE	FALSE	TRUE	年越しキャンペーン	2016/12/20
hallucinationxxx	hallucinationxxx	230	Hallucination XXX		hallucination xxx	t+pazolite	220	220	40	278	52	389	87	777					FALSE	TRUE	FALSE	TRUE	第40回ランダムセレクト祭	2016/12/31
filamentflow	filamentflow	231	Filament Flow		filament flow	Endorfin.	159	159	23	135	38	326	63	481					FALSE	FALSE	FALSE	TRUE	NEW YEARフェスティバル2017	2017/1/13
curseofdoll	curseofdoll	232	Curse of Doll		curse of doll	KO3	130	130	22	196	36	326	74	574					FALSE	TRUE	FALSE	TRUE	第41回ランダムセレクト祭	2017/1/21
faraway	faraway	233	Faraway		faraway	ミフメイ	143	143	23	154	36	280	60	378					FALSE	FALSE	FALSE	TRUE	バレンタインフェスティバル	2017/2/15
hsp	hsp	234	H.S.P	(Hard Style Party)	hsp	Ravine &amp; Tom Budin	135	135	12	81	25	161	69	371					FALSE	TRUE	FALSE	TRUE	第42回ランダムセレクト祭	2017/2/23
onlyl	onlyl	235	only L		only l	emon	128	128	21	109	32	231	56	331					FALSE	FALSE	FALSE	TRUE	ガールズポップ特集 第3弾	2017/3/14
takeitback	takeitback	236	Take It Back		take it back	Daniel Seven	175	175	20	146	38	259	65	452					FALSE	TRUE	FALSE	TRUE	第43回ランダムセレクト祭LIGHT	2017/3/25
nekofunjatta	nekofunjatta	237	ネコふんじゃった☆	(クローニャSTYLE)	ネコフンジャッタ	－	125	150	22	147	34	238	57	513					FALSE	FALSE	FALSE	TRUE	ハッピー★イースター	2017/4/26
chipnotcheducation	chipnotcheducation	238	Chip Notch Educ@tion		chip notch education	yaseta feat. chip_Notch	155	155	27	138	34	210	61	340					FALSE	FALSE	FALSE	TRUE	ハッピー★イースター	2017/4/26
fartherstend	fartherstend	239	FarthestEnd		fathestend	Sakuzyo	132	132	30	265	56	447	78	739					FALSE	TRUE	FALSE	TRUE	第44回ランダムセレクト祭	2017/4/27
adverseeffect	adverseeffect	240	Adverse Effect		adverse effect	Rin	183	183	15	98	48	262	71	482					FALSE	FALSE	FALSE	TRUE	新緑杯	2017/5/19
planetcalling	planetcalling	241	Planet Calling		planet calling	Nyolfen	135	135	17	99	36	195	49	341					FALSE	FALSE	FALSE	TRUE	新緑杯	2017/5/19
theblademaster	theblademaster	242	The Blade Master		the blade master	mikashu	200	200	28	114	38	255	63	376					FALSE	FALSE	FALSE	TRUE		2017/5/25
southwind	southwind	243	South wind		south wind	moimoi	123	123	18	132	27	212	57	343					FALSE	FALSE	FALSE	TRUE		2017/5/25
ryuseidemocracy	ryuseidemocracy	244	流星デモクラシー		リュウセイデモクラシー	kamejack	147	147	21	124	32	258	59	573					FALSE	FALSE	FALSE	TRUE		2017/5/25
tayutai	tayutai	245	t&Delta;yut&Delta;i		tayutai	ミフメイ	161	161	26	213	35	319	72	587					FALSE	TRUE	FALSE	TRUE	第45回ランダムセレクト祭	2017/5/25
milkywaytrip	milkywaytrip	246	Milky Way Trip		milky way trip	Nor	160	160	22	150	31	290	60	494					FALSE	FALSE	FALSE	TRUE	EARLY SUMMER杯 2017	2017/6/13
cash	cash	247	Cash!		cash	Nor	160	160	19	159	25	189	64	382					FALSE	FALSE	FALSE	TRUE	EARLY SUMMER杯 2017	2017/6/13
ariel	ariel	248	Ariel		ariel	nanobii	175	175	19	138	32	269	64	446					FALSE	FALSE	FALSE	TRUE	instrumental特集	2017/6/26
phoenix	phoenix	249	Phoenix		phoenix	U	132	132	23	196	37	297	74	514					FALSE	FALSE	FALSE	TRUE	instrumental特集	2017/6/26
theepiphanyofhardcore	theepiphanyofhardcore	250	The Epiphany of Hardcore		the epiphany of hardcore	SOTUI	175	175	15	124	30	224	70	488					FALSE	TRUE	FALSE	TRUE	第46回ランダムセレクト祭	2017/6/26
hoshitachinomelody	hoshitachinomelody	251	星達のメロディ		ホシタチノメロディ	ゆいこんぬ	182	182	16	92	36	227	48	324					FALSE	FALSE	FALSE	TRUE		2017/7/15
thisishdm	thisishdm	252	THIS IS HDM		this is hdm	Relect	150	150	23	142	37	278	60	476					FALSE	FALSE	FALSE	TRUE		2017/7/15
pyromania	pyromania	253	Pyromania		pyromania	KO3	128	128	22	90	42	276	70	460					FALSE	FALSE	FALSE	TRUE		2017/7/15
sayonarasaishuressha	sayonarasaishuressha	254	さよなら最終列車		サヨナラサイシュウレッシャ	むかしばなし	210	210	20	115	34	248	53	334					FALSE	FALSE	FALSE	TRUE		2017/7/15
yukanitout	yukanitout	255	勇敢 i tout		ユウカン i tout	kemejack	150	150	22	229	33	348	78	574					FALSE	TRUE	FALSE	TRUE	第47回ランダムセレクト祭	2017/7/27
silburysign	silburysign	256	Silbury Sign		silbury sign	カヒーナムジカ	173	173	20	88	35	221	54	311					FALSE	FALSE	FALSE	TRUE		2017/8/10
miraihenoprelude	miraihenoprelude	257	未来へのプレリュード		ミライヘノプレリュード	カヒーナムジカ	175	175	21	156	35	219	66	473					FALSE	TRUE	FALSE	TRUE	Headphone-Tokyo**特集	2017/8/21
counterstop	counterstop	258	カウンターストップ		カウンターストップ	フラット3rd	145	145	29	234	34	337	71	485					FALSE	TRUE	FALSE	TRUE	Headphone-Tokyo**特集	2017/8/21
silverd	silverd	259	Silverd		silverd	Feryquitous	145	145	28	243	40	389	69	615					FALSE	TRUE	FALSE	TRUE	第48回ランダムセレクト祭	2017/8/24
orbitalvelocity	orbitalvelocity	260	Orbital velocity		orbital velocity	Vice Principal	225	225	20	145	38	279	62	471					FALSE	FALSE	FALSE	TRUE		2017/9/1
regenerationray	regenerationray	261	Regeneration ray		regeneration ray	Tsukasa	142	142	19	122	38	186	56	305					FALSE	FALSE	FALSE	TRUE		2017/9/1
bokuhakiminoagitatorjanai	bokuhakiminoagitatorjanai	262	僕は君のアジテーターじゃない	feat. Neru	ボクハキミノアジテータージャナイ	焚吐	245	245	23	151	34	322	55	383					FALSE	FALSE	FALSE	TRUE		2017/9/15
kimitoyaju	kimitoyaju	263	君と野獣		キミトヤジュウ	バンドハラスメント	196	196	24	124	31	278	57	370					FALSE	FALSE	FALSE	TRUE		2017/9/15
lifeinavideogame	lifeinavideogame	264	Life In A Video Game		life in a video game	Bentobox	175	175	21	227	37	353	62	534					FALSE	TRUE	FALSE	TRUE	DIGITAL DANCE NIGHT	2017/9/20
loseyourmind	loseyourmind	265	Lose Your Mind		lose your mind	Vau Boy	170	170	20	269	30	428	71	587					FALSE	TRUE	FALSE	TRUE	DIGITAL DANCE NIGHT	2017/9/20
neversleepagain	neversleepagain	266	Never Sleep Again		never sleep again	PassCode	155	200	26	178	32	299	65	476					FALSE	FALSE	FALSE	TRUE		2017/9/22
kanojonomodern	kanojonomodern	267	彼女の“Modern…”	CROSS×BEATS Remix	カノジョノmodern	GLAY	159	159	20	231	32	279	56	400					FALSE	FALSE	FALSE	TRUE		2017/9/22
distantmemory	distantmemory	268	Distantmemory		distantmemory	村瀬悠太	138	138	20	142	30	272	68	493					FALSE	TRUE	FALSE	TRUE	第49回ランダムセレクト祭	2017/9/28
14thclock	14thclock	269	14th Clock		14th clock	INNOCENT NOIZE	135	135	24	192	50	405	75	609					FALSE	FALSE	FALSE	TRUE		2017/10/13
darkparashu	darkparashu	270	Dark Parashu		dark parashu	INNOCENT NOIZE	175	175	26	204	39	358	70	576					FALSE	FALSE	FALSE	TRUE		2017/10/13
hervor	hervor	271	Hervor		hervor	INNOCENT NOIZE	170	170	28	240	39	339	76	662					FALSE	FALSE	FALSE	TRUE		2017/10/13
keraunos	keraunos	272	Keraunos		keraunos	Xiphoid Sphere (xi + siromaru)	180	180	25	208	52	412	79	657					FALSE	TRUE	FALSE	TRUE	第50回ランダムセレクト祭	2017/10/28
yumemirufune	yumemirufune	273	ユメミル船		ユメミルフネ	yozuca*	179	179	12	102	35	183	59	416					FALSE	FALSE	FALSE	TRUE		2017/11/11
rearhythm	rearhythm	274	Rearhythm		rearhythm	CooRie	170	170	17	123	32	247	52	401					FALSE	FALSE	FALSE	TRUE		2017/11/11
switch	switch	275	SW!TCH		switch	千π &amp; MesoPhunk	175	175	16	151	35	303	69	545					FALSE	TRUE	FALSE	TRUE	Electro Diving	2017/11/27
kyorancelebration	kyorancelebration	276	狂乱セレブレーション		キョウランセレブレーション	Yamajet	190	190	20	177	42	404	65	609					FALSE	TRUE	FALSE	TRUE	狂乱セレブレーションをゲットしよう!	2017/11/27
megalomania	megalomania	277	MEGALOMAN[i]A		megalomania	TITANZ	100	210	55	391	80	574	93	666					FALSE	TRUE	FALSE	TRUE	第51回ランダムセレクト祭	2017/11/27
paradiseregained	paradiseregained	278	Paradise Regained		paradise regained	LC:AZE feat. chakk	135	135	16	77	28	181	53	326					FALSE	FALSE	FALSE	TRUE		2017/12/3
satellitesystem	satellitesystem	279	Satellite System	ft. Diana Chiaki	satellite system	GRATEC MOUR	128	128	18	169	35	296	77	555					FALSE	FALSE	FALSE	TRUE		2017/12/3
rush	rush	280	Rush		rush	TANUKI	175	175	25	159	37	303	75	485					FALSE	TRUE	FALSE	TRUE	ULTIMATE BEATS 第6弾	2017/12/18
datamining	datamining	281	data mining		data mining	voia	175	175	18	148	36	269	66	483					FALSE	TRUE	FALSE	TRUE	ULTIMATE BEATS 第6弾	2017/12/18
mechanizeddaydream	mechanizeddaydream	282	Mechanized Daydream		mechanized daydream	s-don	135	135	19	218	36	323	80	580					FALSE	TRUE	FALSE	TRUE	第52回ランダムセレクト祭	2017/12/28
otherworld	otherworld	283	Other World		other world	XIO	170	170	23	248	41	397	76	661					FALSE	TRUE	FALSE	TRUE	第52回ランダムセレクト祭	2018/1/1
yeji	yeji	284	YEJI		yeji	ginkiha	173	173	22	106	36	213	63	385					FALSE	FALSE	FALSE	TRUE		2018/1/1
historia	historia	285	HISTORIA		historia	Cranky	182	182	20	130	36	239	56	412					FALSE	FALSE	FALSE	TRUE		2018/1/1
level5	level5	286	LEVEL5-Judgelight-		level5	fripSide	139.5	139.5	11	61	28	170	45	313					FALSE	FALSE	FALSE	TRUE		2018/1/19
sistersnoise	sistersnoise	287	sister's noise		sisters noise	fripSide	144	144	10	75	27	166	46	281					FALSE	FALSE	FALSE	TRUE		2018/1/19
nemurenaiuta	nemurenaiuta	288	眠れない歌		ネムレナイウタ	iru	134	134	15	141	38	221	67	421					FALSE	TRUE	FALSE	TRUE	NEW YEARフェスティバル2018	2018/1/22
thekingofpirates	thekingofpirates	289	The King of Pirates		the king of pirates	RiraN	150	150	22	211	52	409	75	587					FALSE	TRUE	FALSE	TRUE	第53回ランダムセレクト祭	2018/1/26
godknows	godknows	290	God knows...		god knows	涼宮ハルヒ (C.V.平野綾)	150	150	10	89	26	177	45	309					FALSE	FALSE	FALSE	TRUE		2018/2/2
burstthegravity	burstthegravity	291	Burst The Gravity		burst the gravity	ALTIMA	148	148	12	95	25	148	46	256					FALSE	FALSE	FALSE	TRUE		2018/2/2
perfectlaughter	perfectlaughter	292	Perfect laughter		perfect laughter	ぽんず loved by yksb	175	175	16	100	35	195	51	342					FALSE	FALSE	FALSE	TRUE		2018/2/16
tsukinari	tsukinari	293	月鳴	-moonlit urge-	ツキナリ	AZURE FACTORY	175	175	14	100	43	334	61	430					FALSE	FALSE	FALSE	TRUE		2018/2/16
rainingagain	rainingagain	294	Raining Again	feat. Bea Aria	raining again	Sanxion	150	150	16	173	41	306	69	502					FALSE	TRUE	FALSE	TRUE	Elegant Show	2018/2/19
wingsoftwilight	wingsoftwilight	295	Wings of Twilight		wings of twilight	sky_delta	175	175	20	137	53	284	71	450					FALSE	TRUE	FALSE	TRUE	Elegant Show	2018/2/19
sestea	sestea	296	Sestea		sestea	Feryquitous	191	191	27	148	47	296	76	533					FALSE	TRUE	FALSE	TRUE	第54回ランダムセレクト祭	2018/2/24
nayuta	nayuta	297	nayuta		nayuta	happy machine	178	178	17	123	37	297	68	463					FALSE	TRUE	FALSE	TRUE	第55回ランダムセレクト祭	2018/3/26
